id	previous_weight_lbs	current_weight_lbs	height_in	gender	score	single_pic_sample	photo1	photo2
1n2sb9	183	139	63	TRUE	641	T	jB6Phfc_1.jpg	jB6Phfc_2.jpg
1n27bu	161	161	66	TRUE	198	T	JcMpsR1_1.jpg	JcMpsR1_2.jpg
1n1xb2	269	258	72	TRUE	98	T	XkeOERe_1.jpg	XkeOERe_2.jpg
1n0afu	157	127	62	TRUE	269	T	tn4P8n4_1.jpg	tn4P8n4_2.jpg
1mwkl9	270	167	73	FALSE	270	T	1auf9lJ_1.jpg	1auf9lJ_2.jpg
1mvl7h	250	158	66	TRUE	1154	T	LNz7VRZ_1.jpg	LNz7VRZ_2.jpg
1njfc2	280	235	67	TRUE	915	T	zQe5BQW_1.jpg	zQe5BQW_2.jpg
1nia0k	352	250	77	FALSE	366	T	DRevP2v_1.jpg	DRevP2v_2.jpg
1nhc8v	205	155	71	FALSE	54	T	YGIzl1p_1.jpg	YGIzl1p_2.jpg
1nckbd	276	236	71	FALSE	187	T	gvjrXqF_1.jpg	gvjrXqF_2.jpg
1ncdfe	350	290	72	FALSE	94	T	19PUkXb_1.jpg	19PUkXb_2.jpg
1nag1r	394	267	70	FALSE	1114	T	3j4wKlI_1.jpg	3j4wKlI_2.jpg
1nvcg4	275	170	71	FALSE	85	T	dZL5Odn_1.jpg	dZL5Odn_2.jpg
1nv6nu	300	188	64	TRUE	2371	T	Jqe2JxK_1.jpg	Jqe2JxK_2.jpg
1nuxn3	280	240	78	FALSE	30	T	UBsFz5E_1.jpg	UBsFz5E_2.jpg
1nts25	265	203	75	FALSE	178	T	hxPSMNd_1.jpg	hxPSMNd_2.jpg
1ns7sf	233	177	66	TRUE	757	T	mGdPmUC_1.jpg	mGdPmUC_2.jpg
1nmp6r	330	289	76	FALSE	48	T	ZZW8Bqx_1.jpg	ZZW8Bqx_2.jpg
1njvt7	143	165	69	FALSE	59	F	TuqiaPN.jpg	dcnVg8c.jpg
1o7olb	244	184	67	FALSE	406	T	IRPnioB_1.jpg	IRPnioB_2.jpg
1o7ctb	326	260	71	FALSE	91	T	4NHdxkQ_1.jpg	4NHdxkQ_2.jpg
1o70eo	170	145	62	TRUE	306	T	0c2tQOR_1.jpg	0c2tQOR_2.jpg
1o6xrn	286	183	66	FALSE	229	T	O8RkWyA_1.jpg	O8RkWyA_2.jpg
1o5vek	118	118	61	TRUE	124	T	U0J80Dq_1.jpg	U0J80Dq_2.jpg
1o53mm	246	150	68	TRUE	681	F	Mt4sVyL.jpg	hNcojt9.jpg
1o086z	267	227	76	FALSE	43	F	SDm94yA.jpg	TRpgmrF.jpg
1nz0o6	178	178	66	FALSE	37	F	8HPxwyN.jpg	fNVZ3Dp.jpg
1nytr3	200	114	61	TRUE	1288	T	yqQt0TW_1.jpg	yqQt0TW_2.jpg
1nwoj5	360	250	84	FALSE	125	F	tpcuaOb.jpg	TymdFJd.jpg
1nw3wb	194	162	67	FALSE	64	F	XK7CRTk.jpg	M3BuAoM.jpg
1okv2k	187	153	66	TRUE	287	T	TRxuJoC_1.jpg	TRxuJoC_2.jpg
1okesq	202	158	65	TRUE	281	T	NpCBmfU_1.jpg	NpCBmfU_2.jpg
1ok24v	142	130	62	TRUE	148	F	SV4qbVX.jpg	DE7ZsXb.jpg
1ojtiw	250	190	68	FALSE	84	T	hVLQh9U_1.jpg	hVLQh9U_2.jpg
1oizkl	197	124	64	TRUE	1171	T	JAGAeaT_1.jpg	JAGAeaT_2.jpg
1oirnh	315	206	76	FALSE	69	F	6P1Vw93.jpg	j9AsyJu.jpg
1oimcn	310	280	75	FALSE	23	T	z0OgeQC_1.jpg	z0OgeQC_2.jpg
1oife0	185	147	67	TRUE	132	T	29aeEjg_1.jpg	29aeEjg_2.jpg
1oic81	166	154	64	TRUE	353	T	zuV1Bf4_1.jpg	zuV1Bf4_2.jpg
1oi4i6	183	140	68	FALSE	563	T	kCDFkrP_1.jpg	kCDFkrP_2.jpg
1ogtup	300	195	74	FALSE	323	T	S8KXADN_1.jpg	S8KXADN_2.jpg
1og9xm	248	190	64	TRUE	1004	T	92MITOo_1.jpg	92MITOo_2.jpg
1of1br	202	158	65	TRUE	1672	T	SF2Hmaf_1.jpg	SF2Hmaf_2.jpg
1oeq7x	155	135	67	TRUE	205	T	dBs2XiQ_1.jpg	dBs2XiQ_2.jpg
1ob3eh	197	160	64	TRUE	331	T	q4PGlBW_1.jpg	q4PGlBW_2.jpg
1oagl8	272	210	71	FALSE	163	T	OtnJxqy_1.jpg	OtnJxqy_2.jpg
1oti4r	367	245	71	FALSE	105	T	y9jfp2P_1.jpg	y9jfp2P_2.jpg
1osz4h	255	198	71	FALSE	75	T	JfLCmg5_1.jpg	JfLCmg5_2.jpg
1orlaz	132	140	66	FALSE	104	T	hoy6Q91_1.jpg	hoy6Q91_2.jpg
1oqo43	280	150	67	FALSE	173	T	RE8MjJW_1.jpg	RE8MjJW_2.jpg
1oq15w	220	150	64	TRUE	204	T	Cp0SyhD_1.jpg	Cp0SyhD_2.jpg
1opaub	330	294	64	TRUE	179	F	fmXZ7ub.jpg	yi4Xr7Y.jpg
1oopxq	240	190	73	FALSE	63	T	1IpkqSr_1.jpg	1IpkqSr_2.jpg
1onp2q	200	170	69	FALSE	159	T	ktnCXra_1.jpg	ktnCXra_2.jpg
1olxn8	195	155	64	TRUE	117	F	X66x2RW.jpg	giTScMm.jpg
1p9odb	298	270	65	TRUE	172	T	TSOQFMF_1.jpg	TSOQFMF_2.jpg
1p9bjy	235	206	74	FALSE	278	T	Qv61WYY_1.jpg	Qv61WYY_2.jpg
1p7xx6	226	206	64	TRUE	55	T	nXNQh23_1.jpg	nXNQh23_2.jpg
1p7oqi	196	170	67	TRUE	141	T	Cuo7OJj_1.jpg	Cuo7OJj_2.jpg
1p7m41	252	193	66	FALSE	192	T	EQAB5n9_1.jpg	EQAB5n9_2.jpg
1p72lz	208	169	64	TRUE	437	T	78Gt0DI_1.jpg	78Gt0DI_2.jpg
1p6xaz	196	145	69	FALSE	93	T	9MkZibi_1.jpg	9MkZibi_2.jpg
1p65xg	260	180	72	FALSE	96	T	LyBFfXj_1.jpg	LyBFfXj_2.jpg
1p63ts	230	205	69	FALSE	42	T	0aKYMJv_1.jpg	0aKYMJv_2.jpg
1p5628	265	200	77	FALSE	301	T	L9oEQ8p_1.jpg	L9oEQ8p_2.jpg
1p3hof	270	180	66	TRUE	3611	T	8qx3G5l_1.jpg	8qx3G5l_2.jpg
1p1acl	295	200	70	FALSE	125	T	e1tKUGi_1.jpg	e1tKUGi_2.jpg
1p13tf	332	227	72	FALSE	267	F	8z88pIC.jpg	I7M3SI1.jpg
1p0d1j	280	225	74	FALSE	241	T	z89YnKV_1.jpg	z89YnKV_2.jpg
1oyj66	183	221	74	FALSE	49	T	C6fnNw1_1.jpg	C6fnNw1_2.jpg
1oy49g	275	210	66	TRUE	548	T	6LxIXd5_1.jpg	6LxIXd5_2.jpg
1oxx2w	160	185	73	FALSE	151	T	9cJjMlR_1.jpg	9cJjMlR_2.jpg
1pndua	315	210	68	FALSE	288	T	Sjr0wgu_1.jpg	Sjr0wgu_2.jpg
1pmdzm	235	165	70	FALSE	533	T	74EatlB_1.jpg	74EatlB_2.jpg
1pm9h6	230	200	70	FALSE	36	T	h1SjZXq_1.jpg	h1SjZXq_2.jpg
1plnv4	290	212	73	FALSE	95	T	JD1BPmN_1.jpg	JD1BPmN_2.jpg
1pkn8g	225	175	69	TRUE	112	T	DB0MrAw_1.jpg	DB0MrAw_2.jpg
1pijnx	174	143	64	TRUE	134	T	QKUJagN_1.jpg	QKUJagN_2.jpg
1pgz9q	169	159	66	TRUE	135	T	ulAcKez_1.jpg	ulAcKez_2.jpg
1pfwzc	203	203	68	TRUE	81	F	46gUzf1.jpg	EoMww5J.jpg
1peyy2	216	189	72	FALSE	25	F	3hRsQdU.jpg	jG32rOd.jpg
1pdxr0	340	307	73	FALSE	410	T	DJPyWiE_1.jpg	DJPyWiE_2.jpg
1pd23i	136	120	65	TRUE	226	T	Up0e8Pl_1.jpg	Up0e8Pl_2.jpg
1pblk1	216	156	68	TRUE	1301	T	YPurg3V_1.jpg	YPurg3V_2.jpg
1pb1ud	400	348	74	FALSE	215	T	miZ0mey_1.jpg	miZ0mey_2.jpg
1pzcx8	150	138	66	TRUE	103	T	NUwbpP0_1.jpg	NUwbpP0_2.jpg
1pw3ki	193	156	66	TRUE	298	T	ME68X1G_1.jpg	ME68X1G_2.jpg
1pvtjl	230	195	63	TRUE	149	F	LbsHpxO.jpg	Ec7YU4L.jpg
1pv22n	230	176	67	FALSE	75	T	KM1tkbi_1.jpg	KM1tkbi_2.jpg
1puful	239	200	66	TRUE	122	T	3kcvn86_1.jpg	3kcvn86_2.jpg
1prbm0	360	250	84	FALSE	60	F	AVCrx6V.jpg	zQibfdV.jpg
1pnq1l	205	180	70	FALSE	63	T	8y4yw2l_1.jpg	8y4yw2l_2.jpg
1qaszb	280	189	76	FALSE	389	T	t9UyuUD_1.jpg	t9UyuUD_2.jpg
1qar9r	301	182	71	FALSE	66	F	BvpGcUE.jpg	rFWM3yf.jpg
1q81dy	245	172	73	FALSE	110	T	6j1AqO8_1.jpg	6j1AqO8_2.jpg
1q7boa	255	162	69	FALSE	315	T	1QhwkDf_1.jpg	1QhwkDf_2.jpg
1q5wng	163	142	66	TRUE	419	T	PZXterP_1.jpg	PZXterP_2.jpg
1q54gi	160	176	73	FALSE	32	F	T2AQl2A.jpg	Da8T9.jpg
1q2u57	205	155	67	TRUE	416	F	aMpRWrv.jpg	GBWM4m1.jpg
1q1wup	277	203	66	TRUE	181	T	gADUFP6_1.jpg	gADUFP6_2.jpg
1qpvdu	197	147	69	TRUE	1577	T	uwdD9Ek_1.jpg	uwdD9Ek_2.jpg
1qpjy6	350	301	72	FALSE	74	T	Pr3jQbG_1.jpg	Pr3jQbG_2.jpg
1qkxaq	230	205	72	FALSE	79	T	UrIC2tN_1.jpg	UrIC2tN_2.jpg
1qks1p	235	190	68	TRUE	202	T	QNcdIWo_1.jpg	QNcdIWo_2.jpg
1qiolo	163	127	67	TRUE	79	F	tmYUgFo.jpg	xchMIVP.jpg
1qg25v	271	228	72	FALSE	78	T	xvcWtub_1.jpg	xvcWtub_2.jpg
1qc5tx	305	195	71	FALSE	148	T	dZcqQ9J_1.jpg	dZcqQ9J_2.jpg
1r3ca6	289	200	66	TRUE	82	F	rFWBUGE.jpg	3M3eoeS.jpg
1r398f	285	220	76	FALSE	61	T	P4plQj5_1.jpg	P4plQj5_2.jpg
1r1ekn	285	210	72	FALSE	105	T	ZFRNTnB_1.jpg	ZFRNTnB_2.jpg
1r0qp9	275	257	67	TRUE	126	T	DWIXa6Y_1.jpg	DWIXa6Y_2.jpg
1qy4js	240	160	64	TRUE	326	T	wONW272_1.jpg	wONW272_2.jpg
1qwv89	187	140	65	TRUE	667	T	8Y2Doq3_1.jpg	8Y2Doq3_2.jpg
1qwqqa	155	135	63	TRUE	238	F	2o2MDbA.jpg	SoS5Q8M.jpg
1qqwc5	151	130	70	FALSE	94	T	P34DWDQ_1.jpg	P34DWDQ_2.jpg
1qqmlp	215	160	67	TRUE	246	T	wbqZfaH_1.jpg	wbqZfaH_2.jpg
1qqan3	220	250	73	FALSE	17	F	BrpXEgm.jpg	2KASAEB.jpg
1rg7hu	270	180	73	FALSE	74	T	L3PtgQc_1.jpg	L3PtgQc_2.jpg
1rfr7m	340	235	75	FALSE	87	T	u9drGSj_1.jpg	u9drGSj_2.jpg
1rf0im	270	190	72	TRUE	2282	T	nTTHeg6_1.jpg	nTTHeg6_2.jpg
1rf06j	200	150	65	TRUE	792	T	Wn3GgYk_1.jpg	Wn3GgYk_2.jpg
1redu0	270	200	75	FALSE	160	T	38BNE2k_1.jpg	38BNE2k_2.jpg
1rcvyx	265	200	75	FALSE	521	T	vbu2T31_1.jpg	vbu2T31_2.jpg
1rbk9w	320	210	77	FALSE	314	T	lB63Q3i_1.jpg	lB63Q3i_2.jpg
1rb9f4	150	127	63	TRUE	181	T	LZ3NFWX_1.jpg	LZ3NFWX_2.jpg
1r8jns	160	130	64	TRUE	265	T	GQTQsOk_1.jpg	GQTQsOk_2.jpg
1r7zcf	200	181	72	FALSE	65	F	1tbfC7s.jpg	77B7yLo.jpg
1r6as9	220	180	74	FALSE	218	T	orez3I8_1.jpg	orez3I8_2.jpg
1r5u1c	174	154	61	TRUE	66	T	K3BrtQs_1.jpg	K3BrtQs_2.jpg
1r4l9r	175	145	68	FALSE	46	F	iP5W8Pp.jpg	w42YAvh.jpg
1r4b9c	172	150	69	FALSE	39	T	zY1UIRJ_1.jpg	zY1UIRJ_2.jpg
1rsijb	145	130	63	TRUE	318	T	rQ3PjUr_1.jpg	rQ3PjUr_2.jpg
1rsdvb	240	180	70	FALSE	848	T	wnviJdV_1.jpg	wnviJdV_2.jpg
1rr4xa	245	183	73	FALSE	55	F	eZmd605.jpg	8oZWSqX.jpg
1rq2tv	300	220	72	FALSE	114	T	WZKPYWN_1.jpg	WZKPYWN_2.jpg
1ro8m1	200	160	68	TRUE	448	T	JWZHore_1.jpg	JWZHore_2.jpg
1rmq77	247	191	70	FALSE	118	T	aWrlJAC_1.jpg	aWrlJAC_2.jpg
1rmcpn	300	160	72	FALSE	331	T	QBRKcwQ_1.jpg	QBRKcwQ_2.jpg
1rl47o	220	160	67	TRUE	352	F	djY3OhZ.jpg	kWa6g48.jpg
1rgd0x	169	150	63	TRUE	128	F	A88swOq.jpg	8VRSQPJ.jpg
1s69wc	282	199	72	FALSE	47	T	k9aMpdf_1.jpg	k9aMpdf_2.jpg
1s67le	203	169	70	FALSE	80	T	2L99aL1_1.jpg	2L99aL1_2.jpg
1s4lsk	120	111	61	TRUE	86	T	UcBYuRG_1.jpg	UcBYuRG_2.jpg
1s48te	197	156	66	TRUE	1383	T	oHQ6lWB_1.jpg	oHQ6lWB_2.jpg
1s42q4	277	197	66	TRUE	644	T	hXzpML7_1.jpg	hXzpML7_2.jpg
1s1cez	220	160	67	FALSE	95	F	bgb0WD8.jpg	mQcCu9W.jpg
1s0tbw	320	170	66	TRUE	1729	T	RLHHRkj_1.jpg	RLHHRkj_2.jpg
1rwupd	240	230	76	FALSE	53	F	WuUqgAE.jpg	BycjInB.jpg
1rwlco	265	198	73	FALSE	113	F	aNvOfx5.jpg	QeOFkXm.jpg
1rvz1x	235	205	73	FALSE	62	T	BNJP8be_1.jpg	BNJP8be_2.jpg
1rvhq1	225	159	69	FALSE	285	F	LS4yKgo.jpg	mx47J6I.jpg
1rvgi7	320	278	70	FALSE	34	F	8kDS7oc.jpg	ug9vFam.jpg
1rvd4a	265	210	73	FALSE	39	T	hrqjZpR_1.jpg	hrqjZpR_2.jpg
1rulb0	250	188	70	TRUE	2401	T	7fLsJCj_1.jpg	7fLsJCj_2.jpg
1rtwr2	285	240	71	FALSE	101	T	0ocpocj_1.jpg	0ocpocj_2.jpg
1skum9	205	166	69	FALSE	127	F	ANGWJ2i.jpg	06MljZp.jpg
1sjvyg	160	128	65	TRUE	1158	T	Ir3LYAk_1.jpg	Ir3LYAk_2.jpg
1siz9z	175	135	69	TRUE	374	T	GflQvis_1.jpg	GflQvis_2.jpg
1sih5f	246	196	62	TRUE	113	T	ooWP67P_1.jpg	ooWP67P_2.jpg
1sif25	210	164	63	TRUE	233	T	yq4vgsY_1.jpg	yq4vgsY_2.jpg
1shcva	230	168	73	FALSE	209	T	jafsWRv_1.jpg	jafsWRv_2.jpg
1sga67	256	206	66	TRUE	131	T	iGYMKiW_1.jpg	iGYMKiW_2.jpg
1sg199	175	156	70	TRUE	96	T	ot6TJCZ_1.jpg	ot6TJCZ_2.jpg
1sdngr	215	190	67	TRUE	173	T	t8xPv1p_1.jpg	t8xPv1p_2.jpg
1sd3cg	280	245	70	FALSE	87	T	XKZEjSh_1.jpg	XKZEjSh_2.jpg
1sbyqk	140	145	62	TRUE	81	F	41WNd3O.jpg	SU0LHbr.jpg
1sbhk7	378	312	72	FALSE	124	T	NMcn1Nb_1.jpg	NMcn1Nb_2.jpg
1saypn	145	165	72	FALSE	71	F	eoec8Dw.jpg	Ref0hjJ.jpg
1s806w	270	250	68	FALSE	64	F	E3BDytV.jpg	pU7Mb6G.jpg
1sx4i5	240	190	74	FALSE	98	T	KXENmhZ_1.jpg	KXENmhZ_2.jpg
1sul62	243	196	73	FALSE	131	T	zbTAVg8_1.jpg	zbTAVg8_2.jpg
1su2mq	166	150	64	TRUE	130	F	AAKLSWf.jpg	kakARA7.jpg
1sten8	315	315	66	TRUE	281	F	ScHbWNa.jpg	R10lwow.jpg
1srtis	280	220	74	FALSE	49	T	PCvtcqR_1.jpg	PCvtcqR_2.jpg
1tcrus	186	145	66	TRUE	982	T	KmAk0MM_1.jpg	KmAk0MM_2.jpg
1t824p	258	224	75	FALSE	27	T	HZ6xiOr_1.jpg	HZ6xiOr_2.jpg
1t7ty1	175	146	64	TRUE	139	F	4BBxFAy.jpg	lWr7Q8y.jpg
1t7ehm	180	159	66	TRUE	2761	T	xPxmiyI_1.jpg	xPxmiyI_2.jpg
1t303s	130	170	71	FALSE	736	T	8Uh42UT_1.jpg	8Uh42UT_2.jpg
1t1tfz	220	180	72	FALSE	111	F	AaENNrM.jpg	433g1am.jpg
1tn3nr	250	210	73	FALSE	97	F	ltgNbrH.jpg	Wf568Kt.jpg
1tn27j	165	183	73	FALSE	175	T	qOydTet_1.jpg	qOydTet_2.jpg
1tmuwe	266	184	68	TRUE	250	T	vXzKAdx_1.jpg	vXzKAdx_2.jpg
1tmnxr	216	185	64	TRUE	132	T	lznxihE_1.jpg	lznxihE_2.jpg
1tfscd	180	150	69	FALSE	47	T	NwSmJ99_1.jpg	NwSmJ99_2.jpg
1tenmu	315	240	71	FALSE	430	T	sLMbbfg_1.jpg	sLMbbfg_2.jpg
1twyed	179	126	67	TRUE	195	F	28qDFLZ.jpg	8TCufEz.jpg
1ttwoy	277	195	66	TRUE	223	T	qb8qmNm_1.jpg	qb8qmNm_2.jpg
1ttix8	205	145	63	TRUE	154	T	tZjicV2_1.jpg	tZjicV2_2.jpg
1trpex	390	242	76	FALSE	130	T	LJP8T20_1.jpg	LJP8T20_2.jpg
1tpnv5	260	185	68	FALSE	73	T	BCsxjh9_1.jpg	BCsxjh9_2.jpg
1tpkle	250	195	70	FALSE	375	T	vNSypSl_1.jpg	vNSypSl_2.jpg
1ueqej	225	175	75	FALSE	207	T	ou2jsUh_1.jpg	ou2jsUh_2.jpg
1uea9e	230	175	73	FALSE	79	F	GS9WzAh.jpg	OpUkWSb.jpg
1ud1vw	250	180	68	TRUE	425	T	sjWQ65Q_1.jpg	sjWQ65Q_2.jpg
1uclza	275	245	70	TRUE	245	T	44epOXl_1.jpg	44epOXl_2.jpg
1uchy3	265	197	70	FALSE	168	T	x9TI1vw_1.jpg	x9TI1vw_2.jpg
1ub9fu	272	248	67	TRUE	152	T	yn4ctK3_1.jpg	yn4ctK3_2.jpg
1ub8ag	158	133	66	TRUE	407	T	Bw3Cqhp_1.jpg	Bw3Cqhp_2.jpg
1u4vo7	219	179	73	FALSE	82	T	IMMUDHC_1.jpg	IMMUDHC_2.jpg
1u3lue	410	335	76	FALSE	99	T	CxEApPB_1.jpg	CxEApPB_2.jpg
1ushte	294	204	73	FALSE	136	F	vWeHt2x.jpg	ltxrUwL.jpg
1uribn	207	170	63	TRUE	337	T	PGdqid9_1.jpg	PGdqid9_2.jpg
1upthv	293	268	72	FALSE	158	T	E4Gcm8r_1.jpg	E4Gcm8r_2.jpg
1uk119	205	160	71	FALSE	1221	T	O7PDJcK_1.jpg	O7PDJcK_2.jpg
1uj11n	250	210	78	FALSE	165	T	FIyqcU7_1.jpg	FIyqcU7_2.jpg
1ug74g	332	212	72	FALSE	102	T	W4ABSf2_1.jpg	W4ABSf2_2.jpg
1ug0qo	194	162	65	TRUE	174	F	preShal.jpg	SxZjLuh.jpg
1ufl3u	223	153	67	TRUE	731	T	Vz49xk6_1.jpg	Vz49xk6_2.jpg
1v6ok0	250	239	65	TRUE	231	T	oeoyFC8_1.jpg	oeoyFC8_2.jpg
1v58jx	278	222	67	FALSE	86	T	WlSmBqY_1.jpg	WlSmBqY_2.jpg
1v4fnq	165	140	66	TRUE	1917	T	RDytGZc_1.jpg	RDytGZc_2.jpg
1v174n	204	138	66	FALSE	2691	T	ET1Na8e_1.jpg	ET1Na8e_2.jpg
1uyy76	280	230	72	FALSE	566	T	Hn6FDiU_1.jpg	Hn6FDiU_2.jpg
1vlrsl	196	167	70	FALSE	139	F	mPZrafp.jpg	Wllf1lx.jpg
1vjeyt	277	212	69	FALSE	101	T	aaJtgW4_1.jpg	aaJtgW4_2.jpg
1vhvsn	274	222	66	TRUE	77	F	hVlTvNb.jpg	82YoleN.jpg
1vgagp	165	135	62	TRUE	435	T	dMJ2gV7_1.jpg	dMJ2gV7_2.jpg
1veyug	300	218	66	FALSE	83	F	MpndQXU.jpg	VT3OzO8.jpg
1vbkis	280	215	74	FALSE	145	T	X3kS2aS_1.jpg	X3kS2aS_2.jpg
1vb9x1	145	175	69	FALSE	219	T	8WQSlg6_1.jpg	8WQSlg6_2.jpg
1va2gp	155	102	60	TRUE	664	T	20kxK57_1.jpg	20kxK57_2.jpg
1v95xr	144	115	60	TRUE	479	T	v9d7M94_1.jpg	v9d7M94_2.jpg
1w058q	266	223	67	TRUE	331	T	SzMuuns_1.jpg	SzMuuns_2.jpg
1vze4l	130	124	63	TRUE	84	T	2Pu2Q9g_1.jpg	2Pu2Q9g_2.jpg
1vx7tb	150	110	64	TRUE	261	T	Km2INeL_1.jpg	Km2INeL_2.jpg
1vu348	161	128	64	TRUE	261	T	vS0PjzZ_1.jpg	vS0PjzZ_2.jpg
1vswwo	180	145	61	TRUE	1155	T	H0xdpnb_1.jpg	H0xdpnb_2.jpg
1vr35g	325	205	74	FALSE	60	T	dQDxdtp_1.jpg	dQDxdtp_2.jpg
1vn1py	215	185	72	FALSE	108	T	b4C5jdk_1.jpg	b4C5jdk_2.jpg
1wff9x	178	150	63	TRUE	117	T	LPbSUfC_1.jpg	LPbSUfC_2.jpg
1wfbf1	172	184	73	FALSE	54	T	3w9ZmYy_1.jpg	3w9ZmYy_2.jpg
1wf2os	238	203	69	FALSE	135	T	vzX3OW5_1.jpg	vzX3OW5_2.jpg
1weeh7	317	187	69	TRUE	2973	T	K9jiskf_1.jpg	K9jiskf_2.jpg
1wdlzf	230	190	73	FALSE	653	T	QzMTXzq_1.jpg	QzMTXzq_2.jpg
1wcqnl	270	225	76	FALSE	161	T	CF8VWlZ_1.jpg	CF8VWlZ_2.jpg
1wbijg	160	120	64	TRUE	177	T	HDtmw2P_1.jpg	HDtmw2P_2.jpg
1wa6gl	187	145	66	TRUE	2683	T	hMvNWq5_1.jpg	hMvNWq5_2.jpg
1w9d9e	150	120	68	TRUE	827	T	amqOmvN_1.jpg	amqOmvN_2.jpg
1w8h2t	198	185	72	FALSE	51	F	OTTUshe.jpg	IP71izF.jpg
1w7nu4	200	145	63	TRUE	303	T	aGjESA6_1.jpg	aGjESA6_2.jpg
1w3erc	173	147	65	TRUE	158	F	kGtvstA.jpg	GSJc3QR.jpg
1w2n9k	250	190	69	TRUE	715	T	23epmmJ_1.jpg	23epmmJ_2.jpg
1ww7hm	135	155	68	FALSE	717	T	68SgGrQ_1.jpg	68SgGrQ_2.jpg
1wvceu	248	248	63	TRUE	132	F	41tIWHg.jpg	XDrZ3dU.jpg
1wv4wb	225	190	65	TRUE	122	F	1OnmHVf.jpg	V53s7cN.jpg
1wuw9d	216	176	64	TRUE	263	T	jVgSybl_1.jpg	jVgSybl_2.jpg
1wutm9	225	220	67	TRUE	36	T	sKKKtA4_1.jpg	sKKKtA4_2.jpg
1wtw5m	200	160	65	TRUE	1832	T	kT55ktc_1.jpg	kT55ktc_2.jpg
1wt2dl	179	183	70	FALSE	92	T	l5NzrP2_1.jpg	l5NzrP2_2.jpg
1wr69w	154	170	69	FALSE	418	T	xdIPxMu_1.jpg	xdIPxMu_2.jpg
1wqh0g	225	160	69	FALSE	1123	T	6NqUt7g_1.jpg	6NqUt7g_2.jpg
1wozbn	220	150	62	TRUE	2584	T	UqOjlnl_1.jpg	UqOjlnl_2.jpg
1wo2is	435	265	70	FALSE	115	T	xE5GDXL_1.jpg	xE5GDXL_2.jpg
1wlr03	260	185	70	FALSE	138	T	tkGcEK1_1.jpg	tkGcEK1_2.jpg
1wk5cv	295	250	78	FALSE	144	F	ZuJ2mwT.jpg	SUFhhdo.jpg
1xcqhp	277	189	66	TRUE	2446	T	Mbjc52T_1.jpg	Mbjc52T_2.jpg
1xbj05	313	243	74	FALSE	215	F	yUFW0Ny.jpg	UEsot33.jpg
1x45r3	245	205	74	FALSE	161	F	7ekJ919.jpg	2hTiSNO.jpg
1x38gf	275	260	72	FALSE	127	F	gzk1Mfb.jpg	eDoOcVM.jpg
1x2fkr	235	215	71	FALSE	33	T	mC17OT4_1.jpg	mC17OT4_2.jpg
1x0keo	242	211	64	TRUE	75	T	r9jIIYn_1.jpg	r9jIIYn_2.jpg
1x0k9g	250	195	70	FALSE	62	T	qu8rYKk_1.jpg	qu8rYKk_2.jpg
1wzxtj	272	197	73	FALSE	80	F	bybEq6G.jpg	9P5nmJJ.jpg
1xu4mk	140	150	64	FALSE	90	T	QNr6HNp_1.jpg	QNr6HNp_2.jpg
1xtpkl	276	186	67	TRUE	278	T	IB6Jmj6_1.jpg	IB6Jmj6_2.jpg
1xtdm5	293	257	72	FALSE	53	T	b9jZNoI_1.jpg	b9jZNoI_2.jpg
1xs5iz	245	215	70	FALSE	22	F	x1bEsFo.jpg	C1NO1ei.jpg
1xrx22	226	175	66	TRUE	395	T	1R5oRbG_1.jpg	1R5oRbG_2.jpg
1xro8n	325	260	70	TRUE	933	T	A9SXsK5_1.jpg	A9SXsK5_2.jpg
1xpx7w	309	199	73	FALSE	50	T	QUxhgON_1.jpg	QUxhgON_2.jpg
1xpvbv	240	180	66	TRUE	292	T	bN9u3SN_1.jpg	bN9u3SN_2.jpg
1xpmuj	285	215	71	FALSE	380	T	AFUvvZd_1.jpg	AFUvvZd_2.jpg
1xph87	141	119	61	TRUE	1079	T	1HkuNyi_1.jpg	1HkuNyi_2.jpg
1xoheo	260	180	72	FALSE	128	T	2rxMoxR_1.jpg	2rxMoxR_2.jpg
1xnzuy	130	113	58	TRUE	1119	T	N3ad6mT_1.jpg	N3ad6mT_2.jpg
1xkw9f	250	210	75	FALSE	150	T	jxkmH1i_1.jpg	jxkmH1i_2.jpg
1xk6pj	160	155	69	FALSE	56	T	LMRRRdU_1.jpg	LMRRRdU_2.jpg
1xh3fa	236	187	73	FALSE	100	T	GnltSqJ_1.jpg	GnltSqJ_2.jpg
1xh17s	245	214	71	TRUE	143	T	4cJ6R6d_1.jpg	4cJ6R6d_2.jpg
1xfu2z	195	179	69	TRUE	121	F	6Vpftk4.jpg	rd8wuKp.jpg
1y8ysv	250	200	63	TRUE	389	T	wGiAeki_1.jpg	wGiAeki_2.jpg
1y5o57	192	127	64	TRUE	2234	T	dyg40KO_1.jpg	dyg40KO_2.jpg
1y0jwn	230	190	71	FALSE	159	T	Pyj4kCA_1.jpg	Pyj4kCA_2.jpg
1xzw5s	238	198	64	TRUE	273	T	I3slKQY_1.jpg	I3slKQY_2.jpg
1xz5su	303	187	70	FALSE	522	F	0I6CKiZ.jpg	ojn90JE.jpg
1xydng	285	210	71	FALSE	54	T	dktiFiH_1.jpg	dktiFiH_2.jpg
1xy1kj	205	160	68	FALSE	420	T	g3TUmUB_1.jpg	g3TUmUB_2.jpg
1xwy7m	375	320	79	FALSE	80	T	S3KYvHB_1.jpg	S3KYvHB_2.jpg
